title,tags
The Blue Snake and the Red Moon,"leerang ha had a lot of bad luck, but get trick into be buri aliv as the bride of a ghost might realli take the cake. leerang is tie to the ghost by a red string of fate, and somewher between the world of the live and the dead, she' slowli dying. just then a blue snake appear and tell her that she can return to the live if she tie herself to him instead. but there' more.[""blu snake' red moon / puleunbaemui bulgeund / ular biru bulan merah / красная луна синей змеи / 푸른뱀의 붉은달"", 'sirial', 'ongoing', 'drama - histor - romanc - supernatural']"
Adapted Male Lead,"yeo ju, plan to confess to her childhood friend through a novel and even sign with a publish company. yeo ju then is bound by money when she tri to leav the publish company.adapt namjoon / dramat male lead / mangabuddi is a websit dedic to fan of anime, , , , video games, and cosplay. where you may find all of your anime-rel memes, recommendations, reviews, manga reco more.['wil you be my male lead? ; adapt male lead ; 小説のモデルになってくれませんか!? ; 각색남주', 'shirabeen', 'ongoing', 'drama - josei - romanc - school life - slice of life']"
A Misogamist’s Romance,"eunsoo min is an all-star overachiever: she' smart, beautiful, she went to the best schools, and everyth she doe in her profession life is a success. her life is go greatand the last thing want to do is get married. so when her boyfriend proposes, she dump him on the spot. still, anyon would be depress after a breakup. she goe drink with her team from work, get plastered, and w more.[]"
Flavors of Reincarnation,"after a heroic death, oh youngsil is given the chanc to select her own rebirth. with all the flavor of life befor her, youngsil forgo all els and pile on one ""scoop"" of beauti after another. but there' a catch. the choic she make now take time off her life. to stop this, she is told she must give birth to ""god' helper,"" which will grant her wealth and happiness. arm with beauti and n more.['nuguui aileul nah-eulkka ; reincarn beauty’ love affair ; tensei bijo no ren’ai jijou ; whose child are you go to give birth to? ; whose child should i give birth to? ; 転生美女の恋愛事情 ; 누구의 아이를 낳을까', 'hwang mi-ri', 'ongoing', 'drama - fantasi - josei - romance']"
Crown Prince’s Marriage Proposal,"in an altern reality, the republ of korea is a constitut monarchi rule by the royal famili of the joseon dynasti (1392-). one day, the shock announc is made that the crown princ ha suddenli died, and the ident of the next in line to the throne is shroud in mystery. the new crown princ is unmarri but expect to attend hi coron ceremoni with hi signific other, more.[""th crown prince' propos ; 皇太子的求婚 ; 왕세자의 프러포즈"", 'eun rangho - seo ina', 'ongoing', 'drama - romanc - shoujo - manhwa']"
My Fair Maid,"read manhwa my fair maid / sandy, an ador maid, whose hobbi is cleaning, becom a fianc of the young master, killian, who is a ladies' man with a snippi attitude. one day, when it wa thundering, sandi wa possess by alexandra, the prettiest socialite. she becom a fianc of killian, the young master of the highest nobl family, who ha been mesmer by alexandra! however, they are thei more.[]"
"You Weren't My Sister, but My Fiancée?!","humanity, love your littl sister.i miss the time when her younger sister kana wa fond of me.takashi shiina lament the current day when he wa often ignored.on day, hi parent cut out a shock story.surprisingly, he wasn't hi real son... but he wa hi sister kana' fiancée! ?the definit version of reiwa' younger sister manga! more.[]"
The Duke of Ashleyan’s Contractual Marriage,"in order to leav the nunhood to aveng her parent by kill the tyrant king, rubiana swear to devot her firstborn child to god. after all is done, she' readi to fulfil her oath, except... she doesn't have a husband! enter louis, the onli descend of the late king and rival to the current ruler. he' got a propos for rubiana: he'll help her bear a child if they marri and she assur hi more.[""th duchess' contract marriag ; duchess aishling’ contract marriag ; duke ashillean' contractu marriag ; pernikahan kontrak duchess ashleyan ; the conclus of the contract of the duke of ashilean ; the duke of ashleyan' contract marriag ; the duke of ashleyan' contractu marriag ; アシレアン公爵の契約結婚 ; 我与仇人之子的契约婚姻 ; 아쉴레앙 공작의 계약 결혼"", 'dancheong - euno - issue-anne', 'ongoing', 'drama - fantasi - romanc - webtoon - manhwa']"
Re:Monster,"after hi unfortun death, tomokui kanata ha been reincarn as a member of the weakest race, a goblin name rou. however, rou ha retain hi previou life' memories, as well as an abil that allow him to gain strength and abil from eating. he also possess a uniqu evolutionari tree. now, rou ha made a promis to himself that he would live thi life to the fullest. in thi a more.['перевоплотиться: монстр (russian); reincarnated: monster (english); リ・モンスター (japanese); persikūnijimas: monstra (lithuanian); hồi sinh thành quái vật (vietnames - tiếng việt - tv)', 'kanekiru kogitsun - kobayakawa haruyoshi', 'ongoing', 'action - adventur - drama - fantasi - harem - matur - mysteri - seinen']"
Murder Murder,"in a respons to rise crime rate and public demand for stronger legislation, japan ha construct an experiment site to ""recycle"" death row inmates... death match between murderers! with direct order from the top, newli transfer rei minagawa is brought in to watch over risa suou, a fashion murder who onli goe after criminals! can a straight-lac cop and a moral murder mak more.[]"
Gourmet In Different World.,"one day, shunichir suddenli transfer to a differ world. hi reason for live in thi differ world... to see, touch, and smell, -eat unknown food! along with sylphin, a beastman maid, they have an adventur eat fantasi gourmet in a differ world! more.['gens gourmet ; fantasi gourmet', 'kouta amana - otsuji', 'ongoing', 'comedi - fantasi - shounen']"
Not to be missed,"""it' hot and hard stuff and fill me up...."" ""do it harder..""20-year-old jae-hwi, who wa about to join the military, will spend hi first night with mina, whom he had a crush on. a clumsi but sweet first time, can thi feel last forever? more.['놓칠 수 없는', 'muldeok', 'ongoing', 'drama - romanc - seinen - slice of life - pornographic']"
My Civil Servant Life Reborn in the Strange World,"he wa on hi way to buy some beer to celebr hi accept as a civil servant when he wa suddenli bang down by a truck and sent to anoth world.reincarn as denburg blade, the son of a legendari battl race' chief, he slew demon at the age of 8 and a dragon at the age of 12. subject to the spartan-styl train of hi muscular monster of a father, he live an inhuman daili life.""i more.['mi civil servant life as a reincarn battl race ; 戦闘種族に転生した俺の公務員生活記 ; 转生为战斗种族的我，想过悠闲生活 ; 전투종족으로 환생한 나의 공무원 생활기', 'jd - il.k (일계)', 'ongoing', 'action - adventur - comedi - fantasi - manhwa']"
Evolution Begins With A Big Tree,"evolut begin with a big tree manhua, reborn as a willow tree! ? resurrect of spiritu energy, rise of all things. the reborn willow ha also embark on the path of evolution. it can evolv infinitely, is it ""divin power"" or ""curse""? more.['cong da shu kaishi de jinhua ; cóng dà shù kāishǐ de jìnhuà ; evolut begin with a big tree ; evolut from the big tree ; 从大树开始的进化', '绯红之夜 - 黑鸟社', 'ongoing', 'action - adventur - drama - fantasi - supernatur - manhua - isekai']"
Arcane Sniper,"a seri about a hyper-realist fantasi game! ""sergeant first class ha, you crazi bastard. you shot anoth full round of bulleyes?"" the sharpshot ha leeha simpli want to be a part of the armi forever. however, due to an unfortun accident, he becam parapleg and wa toss back into society. the revolutionari vr game present a new more.[""matan' shooter ; магический стрелок ; 마탄의 사수"", '샤 이멜', 'ongoing', 'action - adventur - fantasy']"
Drawing: The Greatest Mangaka Becomes A Skilled “Martial Artist” In Another World,"akira kamishiro wa a veri success manga author, who wa diagnos with blood cancer one day. he regret the way he lived, where he could onli build up empti relationships. angri at hi mother for ask him to send her some money, he die in a car accident. he wa given a chanc to choos hi new mother and reincarn in anoth world. akira, not want to have a repeat of hi past life, d more.[]"
The Strongest Magical Swordsman Ever Reborn as an F-Rank Adventurer.,"aizawa yuri ha reincarn 2 time now and is dead tire of be the emperor of thi and that. use hi skill he acquir a reincarn artifact, and start hi life in a brand-new world! more.['shij saikyou no mahou kenshi, f rank boukensha ni tensei suru ~ kensei to matei, 2 tsu no zens omotta otoko no eiyuutan ~ ; shijou saikyou no mahou kenshi, f rank boukensha ni tensei suru ~ kensei to matei, 2 tsu no zens o motta otoko no eiyuutan ; shijou saikyou no mahou kenshi, f rank boukensha ni tensei suru ~ kensei to matei, 2 tsu no zens wo motta otoko no eiyuutan ; 史上最強の魔法剣士、fランク冒険者に転生する\u3000～剣聖と魔帝、2つの前世を持った男の英雄譚～', 'yusura citru - kameyama ookou', 'ongoing', 'action - adventur - drama - fantasi - shounen - tragedy']"
