title,description,link
The Knight of Embers,"His only family, his younger twin, has been murdered. He isn't as talented as his late genius brother, but in order to get his revenge, he will become ""strong"". Will I be able to get my revenge? More.",https://readmanganato.com/manga-nf990440
The Most Ordinary Relationship,"""Hey! Go out with me, Cha Wonwoo.""
The lonely and tough days of being a 20 years old.
The relationship between the two, which started with just a simple word, has more days of quarreling than having fun, ""I've never been tired of living together for the past 10 years, but we can't live forever."" After spending 10 years together, we became comfortable with each other like a family.
More.",https://readmanganato.com/manga-rg994815
Can’t Go Too Far with the Unrelenting Duke,"How can her one-night stand be her student's guardian? Amelie escaped her life as an abused housemaid and became the youngest professor at the Royal Academy. When a prophecy reveals that the person she marries will die an untimely death, she decides to spend a passionate night with a handsome stranger before succumbing to her destiny. However, she is shocked when she comes face to face with her on More.",https://readmanganato.com/manga-px992906
The Castle: Ghost-eyed Bride,"She betrayed the most famous person in Korea to marry him. Him being the Crown Prince, Lee Geon. More.",https://mangakakalot.com/manga/md934140
Beast of Blue Obsidian,".In Year 3574 of the Lista calendar, the world was set on the path toward destruction. 500 years later, in this dilapidated world, the black-robed elf Anrimann Campbell accidentally took in a beastman slave, Eve. Their chance encounter pushed the wheel of fate into motion and, perhaps, bringing about a not insignificant storm. More.",https://readmanganato.com/manga-pm992821
Married for 120 Days,"Ellouise Starwood is looking to find a mate for her adopted daughter. She is from an aristocratic family that has been faced with financial difficulties for years. As a result, her father and Louize (older sister and mother of Juliet) run away. The older sister returns to Ellouise with Juliet but dies a few days later from a severe fever. Ellouise has now adopted Juliet and decides to find a suita More.",https://mangakakalot.com/manga/cv926540
Goshujin-sama to Yuku Isekai Survival!,"Kosuke found himself in a whole different world. WHAT? 
Standing there with the wilderness to the east and a forest to his left, he decided to make good use of the occurrence, and tests his knowledge, to where he finds this amazing crafting ability, just like the games from his orginal world! 
――This is a light for life in a different world. 
When I thought, I was More.",https://readmanganato.com/manga-mc989785
Higanjima - Last 47 Days,"This is a continuation of the story of Higanjima, featuring an isolated island surrounded by fish demons and a population of warring vampires and humans. Ryousuke, his girlfriend Kazumi, and his friend Yamaoka are shipwrecked by the fish demons and wash up on the shore of this cursed island. They soon encounter the inhuman cruelty of the vampires first hand, before Ryousuke is able to meet up with More.",https://readmanganato.com/manga-gt984102
Bon Appétit!,"""If I die after eating, that’ll be great!"" Luana was born an abandoned princess of a kingdom that would soon be occupied. It’s the story where her death was decided anyway, so she ate what she wanted to eat. Her cooking has captured The General of the Conquering Army, the duke who was cursed and can’t taste foods? ""There was nothing I wanted in this small kingdom, but now I think I do.” Why are yo More.",https://readmanganato.com/manga-oz991834
Death: Rescheduled,"Born into a world where everyone gets one murder a year, Kreyul learns at a younger age than most just how brutal this custom is. After the loss of his best friend, Kreyul swears to end this horrific practice forever. However, there are many who support the one-kill rule for their own reasons, so his journey to change the hearts and minds of the five districts won't be an easy one. More.",https://readmanganato.com/manga-pf992562
Every Villain Is Lemons,"Pete Mack, a natural born nerd, and a CIA agent who focuses mainly on internal missions. One day he is assigned to a mission which is believed to determine the outcome of World War iii. During the mission he meets Linus Sweeney, a handsome genius who broke his heart 8 years ago. Pete must suppress his past feelings so he can chase him around the world to secure a dangerous weapon in which Linus de More.",https://readmanganato.com/manga-on991396
Invincible at the Start,"“Ding, the host has opened the invincible field! As long as the host is invincible in the field…!” As a nerd, Chen Changan travels through the fantasy world, facing countless monsters and ghosts from the outside world, Chen Changan decided not to leave his invincible field before becoming immortal. When he is bored, he occasionally raises a few cute and sweet apprentices, and ac More.",https://readmanganato.com/manga-me989987
Between Two Lips,"The brave princess attacks the sexy king? The princess marries off to a royal family from a far-away country, and then notices that her fianc is a savage pervert?! Not only does she have to resist against the ruthless prince, but also has to hide from an evil assassination! Meanwhile, the king shows off his compassionate side to the princess More.",https://readmanganato.com/manga-dq980925
Stigmata,"The end of the Holy War. The Pope, in an effort to suppress the remaining eye-witnesses who oppose his power, demands that a gag order be enforced regarding “the miracle” that brought the war to an end: the appearance of the five who bore the stigmata—the Holy Marks—the marks of God. 10 years later . . . The diabolic faction that opposed the Vatican’s power and brough More.",https://readmanganato.com/manga-md957786
My Wife Is From a Thousand Years Ago,"Jiang He, a girl from the Tang Dynasty, traveled through a thousand years and appeared in front of Xu Qing. Fate brought together this love that spanned a thousand years. Everything the girl was familiar with has become history. Relatives, friends, and enemies have all been left behind 1,200 years ago. The boy is unreserved and leads the girl to start a new life. Pain, confusion, cheers, and laugh More.",https://readmanganato.com/manga-nm990569
Bungo,"In a town with no baseball team, young Bungo spends his days throwing the ball he received as a gift against a wall until Yukio Noda, Japan’s representative youth baseball player, appears before him and an unexpected showdown ensues! After a chance meeting in middle school, these two enroll in Shizuo Senior where they struggle to make it to Koshien with everything they have. More.",https://readmanganato.com/manga-ge983513
Protected by My Dragon Knight,"Ichiru Futaba was just an ordinary office lady working at a high stress dead-end job. One day, when she's pushed to her limit and cannot get home in time to save her fluffy little dog, she falls to the floor unconscious. When she awakens,she realizes that she.. has died and been reborn! In a new world where magical creatures and humans coexist, and where the sand rain that faills from the sky harm More.",https://mangakakalot.com/manga/qb927209
